Field_ID,Elevation,Latitude,Longitude,Location,Slope,Rainfall,Min_temperature_C,Max_temperature_C,Ave_temps,Soil_fertility,Soil_type,pH,Pollution_level,Plot_size,Annual_yield,Crop_type,Standard_yield
23847,710.0359,-9.255268079197249,-1.925434363983504,Rural_Sokoto,18.802248,1777.5,-3.3,31.2,13.95,0.68,Volcanic,4.557845870357853,0.0822194386204777,0.7,0.5867155921255559,Tea,0.838165131607937
41419,651.2762,-8.340612352633704,-7.66431321975181,Rural_Akatsi,2.175469,1301.9,-4.2,33.5,14.65,0.6,Volcanic,5.058190938898943,0.0587576757121451,7.0,3.108322890441919,Banana,0.4440461272059885
36667,755.3019,-3.330281476088581,-0.4118838965281266,Rural_Kilimani,11.686774,1372.7,-3.1,28.9,12.9,0.63,Volcanic,4.294776956743448,0.4121563947143037,2.5,0.8651492616587584,Cassava,0.3460597046635033
26752,775.21075,-6.759114027393292,0.0070452507139866,Rural_Sokoto,7.159874,1481.5,-2.9,30.4,13.75,0.63,Volcanic,4.301352780193385,0.8109355270235499,4.4,2.071500262635827,Tea,0.4707955142354153
14095,545.4226,-9.84551389289096,-4.790369177381184,Rural_Hawassa,17.572662,1589.6,-4.9,28.1,11.6,0.67,Silt,6.606301423243916,0.0227403311576533,1.1,0.5169803651194675,Coffee,0.4699821501086068
22121,701.7527,-3.023894336155966,-2.520043476198117,Rural_Kilimani,2.5955408,909.0,-4.1,31.1,13.5,0.57,Sandy,6.124428681700326,0.3972271400372428,10.7,5.251207202540397,Wheat,0.4907670282748035
13148,829.5366,-5.484002842085495,-5.907513570026819,Rural_Kilimani,10.820219,624.6,-3.2,27.7,12.25,0.57,Sandy,6.527266752037738,0.3040330700344229,2.7,1.425888172414051,Potato,0.5281067305237227
43137,264.7636,-13.71139868792308,-7.371513278130979,Rural_Hawassa,4.6809754,1423.9,-7.7,33.7,13.0,0.61,Peaty,4.04864261186801,5.52813545647629e-07,2.4,1.251550405595066,Rice,0.5214793356646108
2868,518.78735,-14.36021851366274,-6.785913394889316,Rural_Hawassa,25.397537,1466.0,-5.4,33.1,13.85,0.68,Silt,5.948525469551576,4.64902990405307e-09,1.7,1.244137232231025,Rice,0.7318454307241324
26176,519.794,-6.610426150661287,-3.574123266033112,Rural_Hawassa,9.132744,640.6,-6.0,31.5,12.75,0.57,Loamy,6.724192511372859,0.2935395876775521,2.6,1.798975405699553,Wheat,0.6919136175767511
9694,767.9417,-1.699220525270835,-0.8533361162026118,Rural_Kilimani,8.7194605,1455.8,-3.0,31.3,14.15,0.63,Volcanic,5.345624034698935,0.0625663457023026,2.1,1.030099121549438,Cassava,0.4905233912140178
23802,705.3891,-5.866986767001265,-7.479624025806364,Rural_Amanzi,22.016024,676.4,-4.3,31.4,13.55,0.61,Sandy,4.904442028418346,0.4568407006740221,1.6,0.8446477283450732,Potato,0.5279048302156707
8525,494.30313,-9.385933182992035,-3.186726420196319,Rural_Hawassa,3.6728,1479.4,-5.5,32.0,13.25,0.62,Silt,7.008727671013292,0.0055951509801523,9.8,6.113949418498486,Rice,0.6238723896427026
9908,605.78,-0.9602868348451156,-3.299341782358177,Rural_Kilimani,11.800224,746.0,-5.1,30.7,12.8,0.59,Loamy,4.96953854737899,0.024999175793859,1.6,0.9621894220255842,Wheat,0.6013683887659901
22506,704.93085,-8.173901702964486,-3.902960123545739,Rural_Hawassa,2.9841802,1234.9,-3.8,32.5,14.35,0.59,Volcanic,4.052930345769278,0.0346271405894928,10.9,4.123491952168344,Cassava,0.3783020139603985
23780,301.1381,-14.11240538577606,-7.457100953373991,Rural_Hawassa,5.5119104,1358.8,-7.2,34.1,13.45,0.61,Peaty,4.205749948500817,1.567125197249634e-08,4.9,2.000889887851228,Cassava,0.4083448750716793
41073,538.35254,-9.62924061764441,-5.767870520946115,Rural_Hawassa,5.99596,1511.2,-5.0,32.5,13.75,0.62,Silt,5.690673046383381,0.1472007850075069,4.8,2.319326562525604,Cassava,0.4831930338595009
37906,949.20856,-2.086710143420907,-6.321938102782458,Rural_Kilimani,34.05144,712.7,-2.0,28.6,13.3,0.65,Sandy,5.467974644731608,0.3207568612049248,1.4,0.8844658868261726,Potato,0.6317613477329804
45076,626.54553,-8.669527958737834,-5.875981268621499,Rural_Hawassa,30.432371,1264.6,-4.5,31.618171296296296,11.9,0.68,Silt,6.945175562793317,0.1381499069808348,1.6,0.9016194893299039,Wheat,0.5635121808311899
10210,657.23285,-6.331073170134491,-4.20476929413952,Rural_Hawassa,3.1187513,649.0,-4.7,31.0,13.15,0.55,Sandy,5.25197610822436,0.1811547927549233,10.5,4.911418830960872,Wheat,0.4677541743772259
39586,450.9887,-12.13891174915127,-9.529223617152184,Rural_Akatsi,6.6205106,1945.7,-5.4,31.1,12.85,0.66,Silt,6.358902325502877,0.002925404468115,2.3,1.301623581447554,Coffee,0.5659232962815451
30280,710.70355,-4.326039680869581,-2.529052705171066,Rural_Kilimani,4.638102,856.8,-4.1,29.5,12.7,0.57,Sandy,5.183377400332433,0.3696829334912294,3.0,1.650185285926256,Potato,0.5500617619754187
33959,747.2934,-8.020708132998179,-3.749803231005611,Rural_Hawassa,2.2562969,1243.5,-3.4,31.3,13.95,0.59,Volcanic,5.964510009886201,0.0429136845277324,9.3,4.925153517108818,Wheat,0.5295863996891201
13643,572.95935,-1.667680672630713,-3.547095579114266,Rural_Kilimani,15.326067,625.6,-5.5,31.0,12.75,0.59,Loamy,5.258963524603752,0.0863297141091488,1.2,0.7506748964792004,Wheat,0.625562413732667
7677,-814.91644,-2.717507196223352,-1.20469604614761,Rural_Kilimani,1.231007,1335.4,-2.7,28.2,12.75,0.6,Volcanic,5.095485134624584,0.2525907259438334,11.3,5.342018731704852,Cassava,0.4727450205048541
34336,382.79706,-0.8927014363305688,-3.821877062789201,Rural_Kilimani,19.849615,390.8,-7.5,30.2,11.35,0.58,Loamy,5.434801761609258,0.0146234607012882,1.0,0.6509093956151734,Potato,0.6509093956151734
37894,713.277,-2.330017578073278,-7.812965497805464,Rural_Kilimani,18.723404,577.9,-4.3,31.7,13.7,0.59,Sandy,5.813656409053115,0.0357011097413651,1.9,1.006016736865108,Maize,0.5294824930868988
584,570.07544,-5.623679332348894,-1.200191431661136,Rural_Kilimani,10.139187,986.9,-5.2,30.6,12.7,0.6,Loamy,6.477861995687308,0.9134379824113528,4.1,1.937636829773144,Maize,0.4725943487251572
30643,683.701,-7.70981529983126,-4.051612401599392,Rural_Hawassa,10.210445,1047.9,-4.1,29.9,12.9,0.6,Sandy,5.456286948958025,0.062213876594674,4.6,2.090827316892492,Wheat,0.4545276775853243
12928,775.7452,-1.275685361246337,-2.848880333710744,Rural_Kilimani,5.8541207,1024.1,-3.3,27.5,12.1,0.59,Sandy,6.333084611156322,0.0595234909552354,2.7,1.123127574455598,Coffee,0.4159731757242955
30012,768.4252,-4.483738944070192,-2.700228055657091,Rural_Kilimani,19.977282,876.9,-3.5,31.8,14.15,0.62,Sandy,6.248891311872896,0.3179815930669522,1.2,0.6450158859731864,Wheat,0.5375132383109886
23034,385.4273,-13.08510732835494,-6.28139657240419,Rural_Hawassa,3.3525112,1712.2,-6.2,33.3,13.55,0.63,Silt,6.884510624793768,9.196425403390924e-07,9.5,3.857820011492987,Banana,0.4060863169992618
30515,738.3056,-4.001629767999754,-2.691218826684142,Rural_Kilimani,5.8417,874.9,-3.7,29.5,12.9,0.58,Sandy,6.147456603888013,0.3495290035459721,3.3,1.608513327534703,Maize,0.4874282810711222
24986,568.2748,-1.469430170321374,-4.299366198355481,Rural_Kilimani,7.542212,479.6,-5.7,31.5,12.9,0.55,Loamy,5.434956157577754,0.0358777302030703,4.5,2.605060355602605,Maize,0.5789023012450234
22603,-651.4942,-8.782170289595413,-5.281372156406887,Rural_Hawassa,5.026062,1326.2,-4.2,34.2,15.0,0.61,Volcanic,4.417673974266638,0.1673393257948572,4.1,2.966317030338643,Tea,0.7234919586191814
24221,751.93805,-9.21922253332282,-0.5785546325276771,Rural_Sokoto,3.4610488,1945.1,-2.7,29.7,13.5,0.65,Volcanic,5.652356228684809,0.1500498963650548,9.8,7.630063971868055,Tea,0.7785779563130668
20361,695.75494,-8.899318313687296,-0.2902593053933195,Rural_Sokoto,5.2425284,1827.3,-3.3,32.2,14.45,0.65,Volcanic,5.458151367028176,0.129979179336982,4.4,2.478924125467394,Coffee,0.563391846697135
36548,595.70215,-6.376130102477523,-2.069582027550683,Rural_Hawassa,14.852976,922.4,-5.2,32.2,13.5,0.61,Loamy,5.870904631751655,0.7147688638119615,0.9,0.4560836918514374,Wheat,0.5067596576127082
35991,599.7671,-2.812126754143717,-4.384953873598493,Rural_Kilimani,30.377237,454.2,-5.4,30.5,12.55,0.62,Loamy,5.816227650938641,0.1418310104759862,1.8,1.202702362555264,Wheat,0.6681679791973688
3593,751.1236,-10.17442949899509,-0.2812500764203711,Rural_Sokoto,8.23852,2158.4,-2.5,30.2,13.85,0.68,Volcanic,4.547890415844512,0.3702278112097912,2.7,1.852881728527642,Tea,0.6862524920472749
16113,476.54822,-9.029983417482088,-2.9795141538185,Rural_Hawassa,2.5541964,1368.7,-5.7,31.0,12.65,0.6,Peaty,5.102395236578579,0.0125072495106433,7.6,3.452122160964079,Cassava,0.4542266001268525
12571,344.83105,-11.50360900311453,-6.898528757051174,Rural_Hawassa,10.6772375,1758.9,-6.6,30.0,11.7,0.66,Silt,7.219402367408927,0.0095439360759017,4.0,1.82162718439041,Wheat,0.4554067960976025
34250,111.650955,-11.91813278067042,-7.285925602887967,Rural_Hawassa,2.6513093,1546.0,-8.9,31.8,11.45,0.62,Silt,6.741078373848429,0.0221996041355639,5.8,3.082143361262794,Wheat,0.53140402780393
8357,663.06067,-5.80390706172102,-3.493040205276574,Rural_Hawassa,4.6864243,671.6,-4.7,32.3,13.8,0.56,Sandy,4.896726683582044,0.2538036006479233,2.6,1.443757681126559,Potato,0.5552914158179073
18923,830.3331,-8.07928214504412,-0.929914562472676,Rural_Sokoto,6.469229,1711.1,-2.2,28.9,13.35,0.64,Volcanic,5.368885181833693,0.2455456349960693,4.4,2.385825706030633,Banana,0.5422331150069619
2494,657.72125,-6.650977389770016,-6.101211992945216,Rural_Amanzi,18.505692,644.5,-4.9,29.7,12.4,0.6,Sandy,5.661988116613956,0.2446762526200644,1.5,0.9043309471668598,Potato,0.6028872981112399
20083,830.9712,-2.496728227742496,-0.8938776465808809,Rural_Kilimani,18.910967,1429.8,-2.4,32.4,15.0,0.66,Volcanic,4.120780579946416,0.1829358473625795,1.9,1.148594499310815,Tea,0.6045234206899026
33203,618.1052,-8.993937871607663,-5.412005976514642,Rural_Hawassa,16.04943,1376.8,-4.4,32.6,14.1,0.65,Silt,5.208347554003761,0.0674696440976514,0.7,0.4601393194566245,Tea,0.657341884938035
21417,865.4536,-4.884745641923175,-3.745298616519137,Rural_Kilimani,14.092259,781.3,-2.7,28.1,12.7,0.59,Rocky,5.237010095824637,0.2009626807982958,1.5,0.7654033551526537,Wheat,0.5102689034351024
24764,690.3709,-9.669791856753138,-0.4344069689604983,Rural_Sokoto,17.495207,2021.5,-2.9,31.1,14.1,0.7,Volcanic,4.894286709880989,0.2679460597891757,0.6,0.305433179944974,Coffee,0.50905529990829
19791,633.7378,-5.921055085812903,-2.515538861711643,Rural_Hawassa,21.972498,830.1,-4.8,31.4,13.3,0.62,Loamy,4.64374445955439,0.5050480007047187,1.5,0.7253478830643829,Wheat,0.4835652553762553
4884,481.18622,-1.311730907120763,-4.821901478786504,Rural_Kilimani,5.1294937,311.2,-6.6,31.0,12.2,0.53,Loamy,5.074544701727275,0.0389895787755775,4.7,2.929004257660963,Potato,0.6231923952470133
25219,764.16846,-8.07928214504412,-8.020177764183282,Rural_Akatsi,59.494797,1376.4,-3.1,27.4,12.15,0.78,Volcanic,5.191351440343321,0.0699387569040496,2.0,1.423642125650962,Tea,0.7118210628254809
30487,424.11157,-9.692320322924656,-6.839968768727007,Rural_Akatsi,7.6975484,1447.4,-6.2,31.9,12.85,0.63,Silt,7.125080954197393,0.0734744481261123,2.5,0.8208073214232745,Banana,0.3283229285693098
4168,143.85812,-12.32815086499201,-7.132768710347839,Rural_Hawassa,16.717113,1563.9,-8.6,33.9,12.65,0.66,Silt,5.37961376298608,0.0031998143126503,0.8,0.4120009309240555,Rice,0.5150011636550693
38546,841.46246,-2.149789848701152,-1.434431384957801,Rural_Kilimani,4.0986075,1366.8,-2.4,29.8,13.7,0.61,Volcanic,4.004118615663515,0.1435944107105938,9.3,5.312022202076575,Tea,0.5711851830189865
30053,651.3745,-5.443451602976767,-0.5019761862576135,Rural_Kilimani,7.772945,1171.3,-4.3,31.9,13.8,0.6,Sandy,6.036255422921919,0.9074775305846032,4.6,1.472547834564421,Wheat,0.3201190944705264
21171,761.458,-4.33955676057249,-0.9479330204185732,Rural_Kilimani,17.542183,1226.7,-3.3,29.9,13.3,0.64,Volcanic,5.099228139330837,0.8050582914709231,0.9,0.429908571563919,Tea,0.4776761906265767
39128,470.95682,-1.014355153656753,-4.686763044192274,Rural_Kilimani,7.3770337,320.4,-6.7,32.7,13.0,0.54,Loamy,5.546814931416693,0.0180575993736285,2.3,1.314069922938407,Cassava,0.5713347491036551
24903,254.58337,-13.49512541267653,-7.853507028183734,Rural_Hawassa,3.7360396,1487.4,-7.6,34.1,13.25,0.62,Silt,5.628146479037588,1.930547559779956e-05,7.5,4.499393974815424,Rice,0.5999191966420566
15706,795.9718,-2.010113358437753,-7.511156327211684,Rural_Kilimani,28.506687,626.3,-3.5,31.8,14.15,0.63,Sandy,6.246650532289874,0.057547109472407,2.0,1.198425461312484,Maize,0.5992127306562418
14827,473.17416,-9.228233919791428,-2.925458779980808,Rural_Hawassa,19.493301,1457.1,-5.5,33.4,13.95,0.66,Silt,6.267297308130469,0.0091718912576355,0.7,0.3363790200708161,Coffee,0.480541457244023
18080,380.95517,-12.48585012819262,-8.592263803965524,Rural_Akatsi,2.478704,1821.4,-6.2,34.1,13.95,0.64,Silt,6.604134327023168,0.0245240539347879,7.8,4.26852786210138,Coffee,0.5472471618078693
32603,740.6364,-4.555830035819042,-1.943452821929402,Rural_Kilimani,17.984867,1005.4,-3.7,33.0,14.65,0.62,Sandy,5.961717751513551,0.6186086728078792,1.9,0.7640630784358862,Wheat,0.4021384623346769
9163,636.02344,-10.06178716813751,-9.353543652179686,Rural_Akatsi,17.606802,1959.1,-3.7,30.0,13.15,0.69,Silt,6.438313461385907,0.1464837157376206,1.0,0.5349134309674952,Wheat,0.5349134309674952
28125,707.3527,-5.529059774428527,-7.88053471510258,Rural_Amanzi,30.333038,688.7,-4.2,30.6,13.2,0.64,Sandy,4.736608787623489,0.3505544306931634,0.6,0.3138278894343584,Potato,0.5230464823905973
41749,502.3394,-9.00745495131057,-6.344461175214829,Rural_Hawassa,3.3253753,1275.7,-5.6,31.7,13.05,0.6,Peaty,5.459420913270625,0.0703481755607037,6.6,3.125042459299809,Banana,0.4734912817120923
27436,-785.9035,-8.34962373910231,-1.344339095228315,Rural_Sokoto,15.704382,1685.0,-2.6,28.5,12.95,0.67,Volcanic,5.048333012943167,0.1730722664520414,1.7,1.311178899281824,Tea,0.7712817054598967
4817,591.6245,-2.514751000679709,-7.646294761805914,Rural_Kilimani,0.970078,432.9,-5.5,32.5,13.5,0.53,Loamy,6.270974262385414,0.0546072926467994,7.6,5.047058083881589,Maize,0.6640865899844196
27854,666.2463,-8.0522479856383,-2.002012810253568,Rural_Sokoto,2.56217,1411.9,-3.8,29.8,13.0,0.61,Volcanic,5.964556032916201,0.2607841878892226,13.2,7.249179236117194,Coffee,0.5491802451603935
4035,614.38666,-2.37507451041631,-6.24085504202592,Rural_Kilimani,34.767075,359.9,-5.4,29.5,12.05,0.63,Loamy,5.015112124703804,0.3497704550227191,1.4,0.8391215484410824,Potato,0.5993725346007732
21208,-356.07385,-10.26454336368116,-7.146282553807262,Rural_Akatsi,11.230052,1543.0,-6.8,34.1,13.65,0.64,Silt,5.694791171420437,0.0484976575006123,4.0,1.70852092453811,Banana,0.4271302311345275
16404,767.1385,-7.903560108906296,-1.303797564850046,Rural_Sokoto,12.9874115,1555.5,-2.9,30.4,13.75,0.65,Volcanic,5.101980169397701,0.3468219114131987,1.3,0.579481156107996,Banana,0.4457547354676892
38844,592.32275,-6.295027624260065,-4.002061642248174,Rural_Hawassa,19.548922,597.9,-5.4,31.2,12.9,0.6,Loamy,5.21750348568129,0.1915165480187754,1.4,0.9462703900328401,Potato,0.6759074214520286
32915,820.49817,-10.24201489750964,0.3629097951454594,Rural_Sokoto,12.631833,2271.1,-1.699999999999999,28.7,13.5,0.7,Volcanic,4.154076661752436,0.3383191221674074,1.4,0.814096966529901,Tea,0.5814978332356436
32432,490.9646,-0.8746786633933556,-4.821901478786504,Rural_Kilimani,8.816891,320.8,-6.5,31.2,12.35,0.54,Loamy,6.120400653628868,0.0153906040911477,2.6,1.573036425380453,Potato,0.6050140097617128
32054,731.4635,-8.993937871607663,-8.114774668399244,Rural_Akatsi,3.792689,1650.9,-3.2,33.3,15.05,0.63,Volcanic,5.291014524224503,0.1669843701546028,9.1,7.132024063758462,Tea,0.7837389081053255
17944,922.2508,-3.929538676250903,-6.443562693917266,Rural_Kilimani,9.59616,679.0,-2.3,30.2,13.95,0.57,Rocky,6.270944979718579,0.2185144623813462,4.9,3.112417652973817,Wheat,0.6351872761171053
21145,1001.2637,-3.852941891267749,-2.245261992523182,Rural_Kilimani,18.057417,1214.4,-1.300000000000001,26.7,12.7,0.64,Volcanic,4.210261531116831,0.4527333660638347,1.4,0.5907992281727683,Tea,0.4219994486948345
5199,67.88249,-12.05330357769951,-6.493113453268482,Rural_Hawassa,11.67702,1498.3,-9.2,34.6,12.7,0.64,Silt,6.824503510862992,0.0007896887776353,2.0,0.7579739207802549,Banana,0.3789869603901275
3366,535.6104,-9.462529967975192,-5.59669517046009,Rural_Hawassa,13.381333,1447.4,-5.1,32.1,13.5,0.64,Silt,6.696229263334932,0.0858615878623977,1.6,0.6491403889220833,Banana,0.405712743076302
3799,697.2999,-2.424637135993645,-2.677704983224719,Rural_Kilimani,1.4471208,908.1,-4.1,31.5,13.7,0.57,Sandy,5.767712231545243,0.2995013790694433,5.7,2.68970497197992,Wheat,0.4718780652596352
43583,456.0296,-0.9783096077823288,-3.398443301060613,Rural_Kilimani,7.81511,564.4,-6.6,34.6,14.0,0.56,Loamy,5.887127081232016,0.0245595516907616,4.9,3.352577224181344,Wheat,0.6841994335063968
11806,905.93427,-4.172846110903274,-4.285852354896058,Rural_Kilimani,45.956566,746.7,-2.4,30.0,13.8,0.69,Sandy,6.438944036961123,0.2140716806064787,1.0,0.6089520158196196,Wheat,0.6089520158196196
36595,382.28094,-0.6719224678497131,-3.853409364194521,Rural_Kilimani,9.563619,384.7,-7.5,34.7,13.6,0.55,Loamy,6.753915939903425,0.0082969421683761,3.8,2.012461108546937,Potato,0.5295950285649835
6923,835.15424,-4.114272098857333,-5.299390614352784,Rural_Kilimani,19.205133,582.8,-3.2,28.2,12.5,0.6,Sandy,4.596342808750865,0.2447163326777482,1.5,0.8311756147836266,Potato,0.5541170765224177
31834,462.67685,-11.51712608281744,-9.074257554018278,Rural_Akatsi,14.061002,1954.9,-5.3,32.6,13.65,0.68,Silt,5.974765973343329,0.0688909662041946,0.7,0.4346250581415207,Rice,0.6208929402021726
7337,262.11215,-12.8823511328113,-6.790418009375789,Rural_Hawassa,11.359543,1626.8,-7.4,32.9,12.75,0.65,Silt,6.777558132432453,2.308540039626328e-05,4.4,1.622958368920998,Banana,0.3688541747547723
41580,412.7811,-10.95391442852954,-8.227390030561102,Rural_Akatsi,25.192259,1814.3,-5.9,29.8,11.95,0.71,Silt,6.664497885979859,0.1688445588432296,1.1,0.5513008048803163,Wheat,0.5011825498911966
40866,247.81998,-11.94516694007624,-6.51113191121438,Rural_Hawassa,6.711388,1672.4,-7.5,32.0,12.25,0.64,Silt,6.233135443643012,0.0014135215940951,3.9,1.946253049136312,Wheat,0.4990392433682851
14603,812.89246,-7.840480403626052,-0.3127823778256913,Rural_Sokoto,2.9437034,1699.8,-2.4,29.6,13.6,0.63,Volcanic,4.274919034146815,0.2993115711340303,13.0,8.979218228574625,Tea,0.6907090945057404
30088,743.231,-3.136536667013546,-1.664166723767993,Rural_Kilimani,3.434124,1136.1,-3.5,31.5,14.0,0.59,Sandy,4.81009004355561,0.3974009434346052,6.3,2.956201985984423,Cassava,0.4692384104737179
14083,669.9362,-10.14288964635497,-9.763463570448852,Rural_Akatsi,8.80241,2044.3,-3.4,32.5,14.55,0.67,Volcanic,5.374478266734511,0.0829788061078407,4.2,3.438045403345581,Tea,0.818582238891805
4070,461.193,-5.303775112713369,0.1737159867135371,Rural_Kilimani,4.8716416,1041.9,-6.2,31.2,12.5,0.59,Loamy,6.455273041555019,0.8313329923287506,4.5,2.239503842986881,Wheat,0.4976675206637513
20273,660.74115,-2.212869553981395,-4.141704691328878,Rural_Kilimani,7.2010646,578.3,-4.8,31.7,13.45,0.56,Sandy,6.214421520899577,0.1050411585806664,4.0,2.372520428384925,Wheat,0.5931301070962314
16214,270.451,-12.77872018842232,-7.470614796833414,Rural_Hawassa,7.0959845,1665.2,-7.2,34.3,13.55,0.64,Silt,5.873081619160732,0.0015447466836954,3.9,1.74345807248588,Banana,0.4470405314066359
39796,644.8564,-1.383821998869614,-3.083120287007409,Rural_Kilimani,26.048105,822.6,-4.7,30.2,12.75,0.64,Sandy,5.780265327435233,0.0691560613023596,1.4,0.8287730488007233,Potato,0.5919807491433738
1430,819.50586,-3.600623070146773,-1.213705275120559,Rural_Kilimani,4.741761,1278.4,-2.7,30.0,13.65,0.6,Volcanic,5.302472872662146,0.569885731733411,3.2,1.665661121222235,Tea,0.5205191003819484
14381,422.84335,-0.5367516708206175,-3.89395089457279,Rural_Kilimani,9.088588,417.5,-7.1,30.1,11.5,0.55,Loamy,5.27258900788773,0.0056886537444277,2.9,1.883197791460006,Potato,0.6493785487793126
22496,667.3792,-14.38274697983425,-6.632756502349188,Rural_Hawassa,2.5631332,1625.9,-3.8,31.4,13.8,0.62,Volcanic,4.844912744152634,4.86879716015066e-09,14.3,11.751983613952,Tea,0.8218170359406992
15757,636.41315,-3.177087906122274,-4.763341490462338,Rural_Kilimani,16.161787,434.9,-5.1,31.2,13.05,0.58,Loamy,5.912341962127638,0.1613289062463167,1.1,0.6938682339827258,Maize,0.6307893036206598
22306,512.8713,-6.218430839276913,-1.889397448091709,Rural_Hawassa,5.8380103,868.2,-5.8,31.2,12.7,0.58,Loamy,6.113831101412761,0.7854263475681531,4.9,2.521443197243409,Wheat,0.5145802443353896
29719,803.3691,-10.21948643133812,0.1286698418487937,Rural_Sokoto,0.6540489,2235.8,-2.0,30.7,14.35,0.66,Volcanic,4.734753843862183,0.3785992364466971,6.8,3.542025390462978,Coffee,0.5208860868327909
621,698.7366,-7.245728896698034,-3.407452530033562,Rural_Hawassa,15.685433,1002.6,-4.0,28.6,12.3,0.62,Sandy,5.709713454307089,0.1335354524777113,1.6,0.9193306909074934,Potato,0.5745816818171834
17183,781.09424,-5.484002842085495,-4.623698441381633,Rural_Kilimani,5.554215,616.7,-3.6,30.0,13.2,0.56,Sandy,6.184351861907039,0.2597689591634443,3.3,1.843293222568098,Maize,0.5585737038085145
4630,749.25543,-3.961078528891026,-3.051587985602089,Rural_Kilimani,34.181152,801.6,-3.8,32.1,14.15,0.66,Sandy,5.163422016257206,0.2947692264129323,1.9,1.091734329363122,Potato,0.5745970154542748
36366,909.66986,-0.9332526754392968,-2.362381969171516,Rural_Kilimani,2.017933,1312.4,-1.800000000000001,27.7,12.95,0.6,Volcanic,4.415230799518252,0.0273675974803947,6.0,3.630106551929029,Tea,0.6050177586548382
5625,662.44806,-7.326831374915491,-5.281372156406887,Rural_Hawassa,12.501921,837.0,-4.5,29.3,12.4,0.59,Sandy,5.802437369135786,0.2266116763163959,1.0,0.5694645977258808,Potato,0.5694645977258808
43512,962.26654,-4.582864195224863,-5.475070579325283,Rural_Kilimani,3.6804042,709.9,-1.9,28.9,13.5,0.56,Rocky,4.963166082809765,0.2861888319214203,8.3,4.042484886062065,Wheat,0.4870463718147067
9035,769.42523,-3.596117376912469,-6.421039621484893,Rural_Kilimani,9.073334,506.8,-4.0,29.7,12.85,0.56,Sandy,4.941715325211256,0.2050882689821742,3.5,1.597410619062561,Wheat,0.4564030340178746
16798,711.63196,-8.786675982829717,-7.740891666021874,Rural_Akatsi,57.24936,1522.8,-3.4,29.1,12.85,0.78,Volcanic,4.07477182773352,0.0839965861653704,1.9,1.300742018065788,Tea,0.6846010621398883
28589,646.6427,-6.984398689108451,-3.024560298683243,Rural_Hawassa,4.0338755,929.1,-4.7,30.6,12.95,0.57,Sandy,5.648222395058273,0.2758693254858933,8.2,3.69690726179721,Wheat,0.4508423489996598
2851,539.4136,-5.668736264691926,0.2097529026053317,Rural_Sokoto,13.87798,1139.6,-5.4,33.3,13.95,0.62,Loamy,6.381637408207572,0.9168580764181647,2.0,0.883493226853284,Maize,0.441746613426642
30904,901.3564,-1.888459641111568,-1.447945228417225,Rural_Kilimani,4.7386765,1451.9,-1.800000000000001,25.9,12.05,0.62,Volcanic,4.779849469100599,0.1025776885209977,3.5,2.299303639136661,Tea,0.6569438968961889
19658,398.30508,-11.1791990902447,-5.542639796622398,Rural_Hawassa,4.272606,1754.2,-6.1,31.7,12.8,0.64,Silt,7.15120242040571,0.0404314364330616,3.8,1.78814886662961,Wheat,0.4705654912183185
748,463.06442,-10.25102628397824,-4.695772273165223,Rural_Hawassa,19.015087,1624.9,-5.6,32.9,13.65,0.67,Silt,6.446090568132985,0.0546754614218393,1.9,1.030181289935116,Wheat,0.5422006789132192
217,320.1832,-11.27832434139937,-7.19583331315848,Rural_Hawassa,18.409441,1709.3,-6.9,33.1,13.1,0.68,Silt,6.258492101223196,0.0248943968380712,1.1,0.6532287319900598,Rice,0.5938443018091453
26767,494.71408,-6.894284824422387,-0.9028868755538296,Rural_Sokoto,18.241417,1107.3,-5.8,31.9,13.05,0.63,Loamy,6.35231920630795,0.7351719874852481,1.6,0.7472757488750503,Maize,0.4670473430469064
16811,756.6048,-5.596645172943076,-7.520165556184632,Rural_Amanzi,12.80253,696.8,-3.8,32.9,14.55,0.58,Sandy,5.49861332818799,0.434396746237101,1.2,0.529202125604143,Wheat,0.4410017713367859
41175,405.11847,-9.485058434146708,-6.975107203321238,Rural_Akatsi,2.173747,1371.6,-6.4,33.2,13.4,0.6,Peaty,5.814243650381684,0.0433320120729949,13.0,6.468230948831912,Banana,0.497556226833224
38129,511.42044,-0.8927014363305688,-3.389434072087664,Rural_Kilimani,12.85983,626.8,-6.1,31.7,12.8,0.58,Loamy,6.357518172043699,0.0201219900115216,0.7,0.4838025451196525,Maize,0.6911464930280751
29208,522.5136,-9.28680793183737,-3.024560298683243,Rural_Hawassa,13.166232,1486.4,-5.3,33.2,13.95,0.65,Silt,7.080731563681918,0.0073278291342885,1.7,0.6264639055568878,Banana,0.3685081797393458
26633,909.3308,-3.600623070146773,-3.96602472635638,Rural_Kilimani,8.254583,813.8,-2.3,31.3,14.5,0.58,Rocky,5.27743021721958,0.2144199688870487,3.0,1.478485953100027,Cassava,0.4928286510333423
18430,650.3365,-6.984398689108451,-2.520043476198117,Rural_Hawassa,1.7509338,1014.0,-4.6,31.6,13.5,0.57,Sandy,6.347422617926978,0.4548473857352144,7.5,2.761814128895824,Coffee,0.3682418838527765
43609,774.39813,-1.343270759760886,-1.326320637282417,Rural_Kilimani,7.5188007,1401.7,-3.0,29.6,13.3,0.62,Volcanic,5.411704726888315,0.040824886970281,3.1,2.181678960063117,Tea,0.7037674064719733
